AIR FORCE,Lockheed Martin Rotary and Mission Systems,"Owego, New York","$88,380,255",overhaul of B-2 digital receiver and legacy defense message system,"April 16, 2034","Owego, New York",FA8119-24-D-0008,"Air Force Sustainment Center, Tinker Air Force Base, Oklahoma"
NAVY,North Star Scientific Corp.,"Kapolei, Hawaii","$15,259,543","Advanced concept production and delivery of software and hardware products including components required to support mountain top testing of high ultra-high frequency and L/C band antennas for the High Gain Ultra High Frequency Electronically Scanned Antenna effort in support of Small Business Innovation Research Phase III, Topic N06-125 “L-Band Solid-State High-Power Amplifier for Airborne Platforms” for the E-2D aircraft at the Pacific Missile Range Facility.",April 2026,"['Honolulu, Hawaii (65%)', 'Oklahoma City, Oklahoma (13%)', 'Stockton, California (13%)', 'San Diego, California (8%)', 'Newark, Delaware (1%)']",N0001924F1007,"Naval Air System Command, Patuxent River, Maryland"
AIR FORCE,Lockheed Martin Rotary and Mission Systems,"Owego, New York","$88,380,255",overhaul of B-2 digital receiver and legacy defense message system,"April 16, 2034","Owego, New York",FA8119-24-D-0008,"Air Force Sustainment Center, Tinker Air Force Base, Oklahoma"
AIR FORCE,HRL Laboratories LLC,"Malibu, California","$26,991,707","Creating Arrays for Strategic elecTro-optical, proLiferated and Exquisite (CASTLE) program","July 19, 2029","Malibu, California",FA9453-24-C-X011,"Air Force Research Laboratory, Kirtland Air Force Base, New Mexico"
AIR FORCE,Stellar Sciences LLC,"Huntsville, Alabama","$24,940,816",Modeling Applications for Next-Tier Initiatives and Capabilities of Realistic Engagements,"April 18, 2029","Kirtland Air Force Base, New Mexico",FA9451-24-C-X018,"Air Force Research Laboratory Directed Energy Directorate, Kirtland Air Force Base, New Mexico"
AIR FORCE,BlueHalo,"Huntsville, Alabama","$24,476,289","Accelerating the advancement of the directed energy modeling, simulation and analysis, assessment expertise, and highly technical capabilities to safeguard strategic U.S. space interests.","March 31, 2029","Kirtland Air Force Base, New Mexico",FA9451-24-C-X022,"Air Force Research Laboratory Directed Energy Directorate, Kirtland AFB, New Mexico"
DEFENSE LOGISTICS AGENCY,Fechheimer Brothers Co.,Illinois,"$16,355,700",men's uniform dress coats,"April 26, 2025",Illinois,SPE1C1-21-D-1466,"Defense Logistics Agency Troop Support, Philadelphia, Pennsylvania"
NAVY,Northrop Grumman Systems Corp.,"Melbourne, Florida","$26,219,305","Sustainment and technical support in support of E-2C/D aircraft common and unique requirements for the governments of France, Japan, Taiwan, and Egypt.",April 2025,"['Melbourne, Florida (59.9%)', 'Misawa, Japan (22.6%)', 'Dayton, Ohio (4.4%)', 'St. Augustine, Florida (4.3%)', 'Various locations within the continental U.S. (8.8%)']",N0001921F0889,"Naval Air Systems Command, Patuxent River, Maryland"
ARMY,Fordice Construction Co.,"St. Francisville, Louisiana","$21,900,000",casting articulated concrete mattress in the Mississippi River and tributaries,"Oct. 30, 2024",W912P8-24-C-0011,"U.S. Army Corps of Engineers, New Orleans, Louisiana"
ARMY,Genesis 360 LLC,"Baton Rouge, Louisiana","$16,773,359",placement area improvements,"April 23, 2025","Galveston, Texas",W912HY-24-C-0002,"U.S. Army Corps of Engineers, Galveston, Texas"
DEFENSE ADVANCED RESEARCH PROJECTS AGENCY,BAE Systems Information and Electronic Systems Integration,"Merrimack, New Hampshire","$12,008,850","to support the Strategic Chaos Engine for Planning, Tactics, Experimentation and Resiliency program",November 2025,"['Arlington, Virginia (45%)', 'Durham, North Carolina (15%)', 'Merrimack, New Hampshire (15%)', 'Burlington, Massachusetts (10%)', 'Santa Barbara, California (15%)']",HR001124C0422,Defense Advanced Research Projects Agency
DEFENSE ADVANCED RESEARCH PROJECTS AGENCY,"HRL Laboratories, LLC","Malibu, California","$9,331,775 cost-plus-fixed-fee",Develop electrically small receivers and transmitters that exceed the current state of the art.,January 2028,"Malibu, California",HR0011-24-C-0399,"Defense Advanced Research Projects Agency, Arlington, Virginia"
NAVY,"['Airborne Tactical Advantage Co.', 'Coastal Defense Inc.*', 'Draken International Inc.*', 'Tactical Air Support Inc.']","['Cherry Point, North Carolina', 'Twentynine Palms, California', 'Fallon, Nevada']","$124,475,454","To provide continued air support services to include regionally based, geographically distributed aviation training capabilities to support adversary and offensive air support for the Navy and Marine Corp.",April 2029,"['Cherry Point, North Carolina (35%)', 'Twentynine Palms, California (35%)', 'Fallon, Nevada (30%)']","N0042119D0058, N0042119D0059, N00042119D0060, N00042119D0061","Naval Air Warfare Center Aircraft Division, Patuxent River, Maryland"
NAVY,"Huntington Ingalls, Inc.","Newport News, Virginia","$120,300,000",to establish a quality-of-service improvements incentive. This special incentive will support the improved Quality of Life for Navy sailors stationed at Newport News Shipbuilding,April 2026,"Newport News, Virginia",N00024-16-C-2116,"Naval Sea Systems Command, Washington, D.C."
NAVY,Deloitte Consulting LLP,"Arlington, Virginia","$99,779,000",enterprise-wide digital manufacturing data vault (DMDV) and advanced manufacturing support,April 2031,"Arlington, Virginia (98%); Department of Defense facilities (2%, if applicable)",N66001-24-9-0016,"Naval Information Warfare Center Pacific in San Diego, California"
NAVY,HPI Federal LLC,"Washington, D.C.","$25,008,543 firm-fixed-price contract delivery order with $13,873,347 in options",Procurement of general-purpose laptops with warranties and docking stations,"Sept. 30, 2026",Continental U.S.,M67854-24-F-4008,"Marine Corps Systems Command, Quantico, Virginia"
NAVY,North Star Scientific Corp.,"Kapolei, Hawaii","$15,259,543","Provide advanced concept production and delivery of software and hardware products for mountain top testing of high ultra-high frequency and L/C band antennas for the High Gain Ultra High Frequency Electronically Scanned Antenna effort in support of Small Business Innovation Research Phase III, Topic N06-125 “L-Band Solid-State High-Power Amplifier for Airborne Platforms” for the E-2D aircraft at the Pacific Missile Range Facility.",April 2026,"['Honolulu, Hawaii (65%)', 'Oklahoma City, Oklahoma (13%)', 'Stockton, California (13%)', 'San Diego, California (8%)', 'Newark, Delaware (1%)']",N0001924F1007,"Naval Air System Command, Patuxent River, Maryland"
DEFENSE LOGISTICS AGENCY,Carter Enterprises LLC,"Brooklyn, New York","$118,151,920",plate carrier and associated components,"Oct. 15, 2027",N/A,SPE1C1-24-D-0031,"Defense Logistics Agency Troop Support, Philadelphia, Pennsylvania"
DEFENSE LOGISTICS AGENCY,Old North Utility Services Inc.,North Carolina,"$48,150,528",water and wastewater utility service charge,"Feb. 28, 2058",North Carolina,SP0600-07-C-8258,"Defense Logistics Agency Energy, Fort Belvoir, Virginia"
DEFENSE LOGISTICS AGENCY,Bernard Cap LLC,"Hialeah, Florida","$35,147,686",Men’s short sleeve khaki shirts,"April 15, 2029",N/A,SPE1C1-24-D-0048,"Defense Logistics Agency Troop Support, Philadelphia, Pennsylvania"
DEFENSE LOGISTICS AGENCY,Pentaq Manufacturing Corp.,"Sabana Grande, Puerto Rico","$22,278,375",various types of trousers,"April 20, 2025",N/A,SPE1C1-20-D-1258,"Defense Logistics Agency Troop Support, Philadelphia, Pennsylvania"
DEFENSE LOGISTICS AGENCY,"American Apparel Inc.,","Selma, Alabama","$14,060,405",maternity blouses and trousers,"April 24, 2025",N/A,SPE1C1-23-D-0047,"Defense Logistics Agency Troop Support, Philadelphia, Pennsylvania"
DEFENSE LOGISTICS AGENCY,Bell Boeing Joint Project Office,"California, Maryland","$11,395,042",V-22 spare consumable and depot level repairable parts,"May 10, 2024",Texas and Pennsylvania,SPRPA1-17-D-009U,"Defense Logistics Agency Aviation, Philadelphia, Pennsylvania","April 16, 2024"
DEFENSE LOGISTICS AGENCY,Valiant Technical Services Inc.,Texas,"$10,393,708",third-party logistics hazardous material support services,"April 26, 2025",Texas,SP3300-23-C-5001,"Defense Logistics Agency Distribution, New Cumberland, Pennsylvania"
AIR FORCE,Lockheed Martin Rotary and Mission Systems,"Owego, New York","$88,380,255",overhaul of B-2 digital receiver and legacy defense message system,"April 16, 2034","Owego, New York",FA8119-24-D-0008,"Air Force Sustainment Center, Tinker Air Force Base, Oklahoma"
ARMY,Conti Federal Services LLC,"Orlando, Florida","$63,067,273","build a hangar facility and associated airfield apron, site features, utilities and infrastructure","Oct. 21, 2026","Ellsworth Air Force Base, South Dakota",W9128F24-C-0014,"U.S. Army Corps of Engineers, Omaha, Nebraska"
AIR FORCE,HRL Laboratories LLC,"Malibu, California","$26,991,707","Creating Arrays for Strategic elecTro-optical, proLiferated and Exquisite (CASTLE) program","July 19, 2029","Malibu, California",FA9453-24-C-X011,"Air Force Research Laboratory, Kirtland Air Force Base, New Mexico"
ARMY,General Atomics Aeronautical Systems Inc.,"Poway, California","$52,918,826",Gray Eagle fleet sustainment and logistics support,"April 23, 2029","Poway, California",W58RGZ24-C-0031,"Army Contracting Command, Redstone Arsenal, Alabama"
ARMY,Nan Inc.,"Honolulu, Hawaii","$52,894,500",Construct an aviation operations building,"Oct. 27, 2027","Honolulu, Hawaii",W9128A24-C-0009,"U.S. Army Corps of Engineers, Honolulu, Hawaii"
AIR FORCE,Stellar Sciences LLC,"Huntsville, Alabama","$24,940,816","Developing and enhancing modeling, simulation, and analysis tools to strengthen the Satellite Assessment Center's core capabilities and integrate them within a flexible and extensible enterprise-scale software and information technology; coordinating and supporting current and novel tools for predicting satellite radiometric signatures, estimating satellite physical characteristics and attitude, and other Space Domain Awareness challenges; exploring artificial intelligence and machine learning technologies to accelerate innovation and implementation; and delivering modeling and simulation tool documentation tailored to government needs.","April 18, 2029","Kirtland Air Force Base, New Mexico",FA9451-24-C-X018,"Air Force Research Laboratory Directed Energy Directorate, Kirtland Air Force Base, New Mexico"
ARMY,W.M. Klorman Construction Corp.,"Long Beach, California","$23,535,350",Construction of a new parking structure,"Oct. 18, 2025",W912PL24-C-0013,"U.S. Army Corps of Engineers, Los Angeles, California"
AIR FORCE,BlueHalo,"Huntsville, Alabama","$24,476,289","To accelerate the advancement of directed energy modeling, simulation and analysis, assessment expertise, and highly technical capabilities to safeguard strategic U.S. space interests.","March 31, 2029","Kirtland Air Force Base, New Mexico",FA9451-24-C-X022,"Air Force Research Laboratory Directed Energy Directorate, Kirtland AFB, New Mexico"
ARMY,L3Harris Technologies Inc.,"Palm Bay, Florida","$16,990,788",FliteScene digital map software,"April 17, 2029",To be determined with each order,W58RGZ24-D-0042,"Army Contracting Command, Redstone Arsenal, Alabama"
DEFENSE LOGISTICS AGENCY,Honeywell International Inc.,"Clearwater, Florida","$70,000,000",Produce spare parts in support of the Radar Altimeter Common Core APN-209 receiver transmitters and indicator receiver transmitters spares and repairs,"Oct. 29, 2029",Not specified,SPRBL1-24-D-0007,"Defense Logistics Agency Land and Maritime, Aberdeen Proving Ground, Maryland"
DEFENSE LOGISTICS AGENCY,"['Latina Boulevard Foods LLC', 'Gargiulo Produce Inc.']",New York,"['$125,166,596', '$37,272,000']",fresh fruits and vegetables,"April 14, 2029",New York,"['SPE300-24-D-P423', 'SPE300-24-D-S771']","Defense Logistics Agency Troop Support, Philadelphia, Pennsylvania"
DEFENSE LOGISTICS AGENCY,Fechheimer Brothers Co.,Illinois,"$16,355,700",men's uniform dress coats,"April 26, 2025",Illinois,SPE1C1-21-D-1466,"Defense Logistics Agency Troop Support, Philadelphia, Pennsylvania"
DEFENSE LOGISTICS AGENCY,Abbott Laboratories Inc.,"Santa Clara, California","$117,140,796",cardiovascular procedural packages and supplies,"April 16, 2025",Not specified,SPE2DE-24-D-0015,"Defense Logistics Agency Troop Support, Philadelphia, Pennsylvania"
NAVY,Northrop Grumman Systems Corp.,"Melbourne, Florida","$26,219,305","Provide sustainment and technical support for E-2C/D aircraft common and unique requirements for the governments of France, Japan, Taiwan, and Egypt",April 2025,"['Melbourne, Florida (59.9%)', 'Misawa, Japan (22.6%)', 'Dayton, Ohio (4.4%)', 'St. Augustine, Florida (4.3%)', 'Various locations within the continental U.S. (8.8%)']",N0001921F0889,"Naval Air Systems Command, Patuxent River, Maryland"
DEFENSE LOGISTICS AGENCY,"Hyman Brickle & Son Inc.,","Woonsocket, Rhode Island","$12,487,118",men's berets,"April 16, 2028",N/A,SPE1C1-24-D-0050,"Defense Logistics Agency Troop Support, Philadelphia, Pennsylvania"
ARMY,Fordice Construction Co.,"St. Francisville, Louisiana","$21,900,000",casting articulated concrete mattress in the Mississippi River and tributaries,"Oct. 30, 2024",W912P8-24-C-0011,"U.S. Army Corps of Engineers, New Orleans, Louisiana"
AIR FORCE,SRC Inc.,"North Syracuse, New York","$60,000,000","Research and development of cyber security, open system architecture, novel avionics and sensor technologies, and multi-domain technologies focusing on the electric warfare piece of the avionics.","April 1, 2031","['New York', 'Virginia', 'Ohio', 'Texas']","FA2377-24-D-B001, FA2377-24-F-B001","Air Force Research Laboratory, Wright-Patterson Air Force Base, Ohio"
ARMY,Gensis 360 LLC,"Baton Rouge, Louisiana","$16,773,359",placement area improvements,"April 23, 2025","Galveston, Texas",W912HY-24-C-0002,"U.S. Army Corps of Engineers, Galveston, Texas"
DEFENSE ADVANCED RESEARCH PROJECTS AGENCY,BAE Systems Information and Electronic Systems Integration,"Merrimack, New Hampshire","$12,008,850","Strategic Chaos Engine for Planning, Tactics, Experimentation and Resiliency program",November 2025,"['Arlington, Virginia (45%)', 'Durham, North Carolina (15%)', 'Merrimack, New Hampshire (15%)', 'Burlington, Massachusetts (10%)', 'Santa Barbara, California (15%)']",HR001124C0422,Defense Advanced Research Projects Agency
DEFENSE ADVANCED RESEARCH PROJECTS AGENCY,"HRL Laboratories, LLC","Malibu, California","$9,331,775 cost-plus-fixed-fee",to develop electrically small receivers and transmitters that exceed the current state of the art.,January 2028,"Malibu, California",HR0011-24-C-0399,"Defense Advanced Research Projects Agency, Arlington, Virginia"
AIR FORCE,Lockheed Martin Corp.,"Littleton, Colorado","$9,513,838",Space Based Infrared System Contractor Logistics Support Product Support Integration Contract Evolution,"April 16, 2026","['Peterson Space Force Base', 'Buckley SFB', 'Greeley Air National Guard Station', 'Boulder, Colorado']",FA8823-21-C-0001,"Space Systems Command, Peterson SFB, Colorado"
NAVY,"['Airborne Tactical Advantage Co.', 'Coastal Defense Inc.,', 'Draken International Inc.,', 'Tactical Air Support Inc.']","Cherry Point, North Carolina (35%); Twentynine Palms, California (35%); Fallon, Nevada (30%)","$124,475,454","To provide continued air support services to include regionally based, geographically distributed aviation training capabilities to support adversary and offensive air support for the Navy and Marine Corp",April 2029,"Cherry Point, North Carolina (35%); Twentynine Palms, California (35%); and Fallon, Nevada (30%)","N0042119D0058, N0042119D0059, N00042119D0060, N00042119D0061","Naval Air Warfare Center Aircraft Division, Patuxent River, Maryland"
NAVY,"Huntington Ingalls, Inc.","Newport News, Virginia","$120,300,000",Establish a quality-of-service improvements incentive to support the improved Quality of Life for Navy sailors stationed at Newport News Shipbuilding,April 2026,"Newport News, Virginia",N00024-16-C-2116,"Naval Sea Systems Command, Washington, D.C."
NAVY,Deloitte Consulting LLP,"Arlington, Virginia","$99,779,000",enterprise-wide digital manufacturing data vault (DMDV) and advanced manufacturing support,April 2031,"Arlington, Virginia (98%); and Department of Defense facilities (2%, if applicable)",N66001-24-9-0016,Naval Information Warfare Center Pacific
NAVY,"Lockheed Martin Corp., Lockheed Martin Aeronautics Co.","Fort Worth, Texas","$30,719,215","Procurement of material modification kits, special test/tooling equipment, and seeds necessary to support F-35 Joint Strike Fighter aircraft retrofit and modification efforts.",March 2028,"Fort Worth, Texas",N0001923F0002,"Naval Air Systems Command, Patuxent River, Maryland"
NAVY,HPI Federal LLC,"Washington, D.C.","$25,008,543 firm-fixed-price contract delivery order with $13,873,347 in options",procurement of general-purpose laptops with warranties and docking stations,"Sept. 30, 2026",continental U.S.,M67854-24-F-4008,"Marine Corps Systems Command, Quantico, Virginia"
NAVY,North Star Scientific Corp.,"Kapolei, Hawaii","$15,259,543","Advanced concept production and delivery of software and hardware products including components required to support mountain top testing of high ultra-high frequency and L/C band antennas for the High Gain Ultra High Frequency Electronically Scanned Antenna effort in support of Small Business Innovation Research Phase III, Topic N06-125 “L-Band Solid-State High-Power Amplifier for Airborne Platforms” for the E-2D aircraft",April 2026,"['Honolulu, Hawaii (65%)', 'Oklahoma City, Oklahoma (13%)', 'Stockton, California (13%)', 'San Diego, California (8%)', 'Newark, Delaware (1%)']",N0001924F1007,"Naval Air System Command, Patuxent River, Maryland"
DEFENSE LOGISTICS AGENCY,Carter Enterprises LLC,"Brooklyn, New York","$118,151,920",plate carrier and associated components,"Oct. 15, 2027",Not specified,SPE1C1-24-D-0031,"Defense Logistics Agency Troop Support, Philadelphia, Pennsylvania"
DEFENSE LOGISTICS AGENCY,Old North Utility Services Inc.,North Carolina,"$48,150,528",water and wastewater utility service charge,"Feb. 28, 2058",North Carolina,SP0600-07-C-8258,"Defense Logistics Agency Energy, Fort Belvoir, Virginia"
DEFENSE LOGISTICS AGENCY,Bernard Cap LLC,"Hialeah, Florida","$35,147,686",men’s short sleeve khaki shirts,"April 15, 2029",N/A,SPE1C1-24-D-0048,"Defense Logistics Agency Troop Support, Philadelphia, Pennsylvania"
DEFENSE LOGISTICS AGENCY,Pentaq Manufacturing Corp.,"Sabana Grande, Puerto Rico","$22,278,375",various types of trousers,"April 20, 2025",N/A,SPE1C1-20-D-1258,"Defense Logistics Agency Troop Support, Philadelphia, Pennsylvania"
DEFENSE LOGISTICS AGENCY,American Apparel Inc.,"Selma, Alabama","$14,060,405",maternity blouses and trousers,"April 24, 2025",N/A,SPE1C1-23-D-0047,"Defense Logistics Agency Troop Support, Philadelphia, Pennsylvania"
DEFENSE LOGISTICS AGENCY,Bell Boeing Joint Project Office,"California, Maryland","$11,395,042",V-22 spare consumable and depot level repairable parts,"May 10, 2024",Texas and Pennsylvania,SPRPA1-17-D-009U,"Defense Logistics Agency Aviation, Philadelphia, Pennsylvania"
DEFENSE LOGISTICS AGENCY,"Valiant Technical Services Inc., Clarksville, Tennessee",Texas,"$10,393,708",third-party logistics hazardous material support services,"April 26, 2025",Texas,SP3300-23-C-5001,"Defense Logistics Agency Distribution, New Cumberland, Pennsylvania"
ARMY,Conti Federal Services LLC,"Orlando, Florida","$63,067,273","to build a hangar facility and associated airfield apron, site features, utilities and infrastructure","Oct. 21, 2026","Ellsworth Air Force Base, South Dakota",W9128F24-C-0014,"U.S. Army Corps of Engineers, Omaha, Nebraska"
ARMY,General Atomics Aeronautical Systems Inc.,"Poway, California","$52,918,826",Gray Eagle fleet sustainment and logistics support,"April 23, 2029","Poway, California",W58RGZ24-C-0031,"Army Contracting Command, Redstone Arsenal, Alabama"
ARMY,Nan Inc.,"Honolulu, Hawaii","$52,894,500",construct an aviation operations building,"Oct. 27, 2027","Honolulu, Hawaii",W9128A24-C-0009,"U.S. Army Corps of Engineers, Honolulu, Hawaii"
ARMY,W.M. Klorman Construction Corp.,"Long Beach, California","$23,535,350",construction of a new parking structure,"Oct. 18, 2025",W912PL24-C-0013,"U.S. Army Corps of Engineers, Los Angeles, California"
ARMY,L3Harris Technologies Inc.,"Palm Bay, Florida","$16,990,788",FliteScene digital map software,"April 17, 2029",To be determined with each order,W58RGZ24-D-0042,"Army Contracting Command, Redstone Arsenal, Alabama"
DEFENSE LOGISTICS AGENCY,"['Latina Boulevard Foods LLC', 'Gargiulo Produce Inc.']",New York,"$125,166,596",fresh fruits and vegetables,"April 14, 2029",New York,SPE300-24-D-P423,"Defense Logistics Agency Troop Support, Philadelphia, Pennsylvania"
DEFENSE LOGISTICS AGENCY,Abbott Laboratories Inc.,"Santa Clara, California","$117,140,796",cardiovascular procedural packages and supplies,"April 16, 2025",N/A,SPE2DE-24-D-0015,"Defense Logistics Agency Troop Support, Philadelphia, Pennsylvania"
DEFENSE LOGISTICS AGENCY,Hyman Brickle & Son Inc.,"Woonsocket, Rhode Island","$12,487,118",men's berets,"April 16, 2028",N/A,SPE1C1-24-D-0050,"Defense Logistics Agency Troop Support, Philadelphia, Pennsylvania"
AIR FORCE,SRC Inc.,"North Syracuse, New York","$60,000,000",research and development,"April 1, 2031","['New York', 'Virginia', 'Ohio', 'Texas']","['FA2377-24-D-B001', 'FA2377-24-F-B001']","Air Force Research Laboratory, Wright-Patterson Air Force Base, Ohio"
AIR FORCE,"Lockheed Martin Corp., Littleton, Colorado","Peterson Space Force Base; Buckley SFB; Greeley Air National Guard Station; and Boulder, Colorado","$9,513,838",Space Based Infrared System Contractor Logistics Support Product Support Integration Contract Evolution,"April 16, 2026",FA8823-21-C-0001,"Space Systems Command, Peterson SFB, Colorado"
AIR FORCE,Trimble Military and Advanced Systems Inc.,"Sunnyvale, California","$18,022,500",Not provided,Not provided,Not provided,Not provided,Not provided
AIR FORCE,Lockheed Martin Rotary and Mission Systems,"Owego, New York","$88,380,255",overhaul of B-2 digital receiver and legacy defense message system,"April 16, 2034","Owego, New York",FA8119-24-D-0008,"Air Force Sustainment Center, Tinker Air Force Base, Oklahoma"
AIR FORCE,HRL Laboratories LLC,"Malibu, California","$26,991,707","Creating Arrays for Strategic elecTro-optical, proLiferated and Exquisite (CASTLE) program","July 19, 2029","Malibu, California",FA9453-24-C-X011,"Air Force Research Laboratory, Kirtland Air Force Base, New Mexico"
AIR FORCE,Stellar Sciences LLC,"Huntsville, Alabama","$24,940,816",Modeling Applications for Next-Tier Initiatives and Capabilities of Realistic Engagements,"April 18, 2029","Kirtland Air Force Base, New Mexico",FA9451-24-C-X018,"Air Force Research Laboratory Directed Energy Directorate, Kirtland Air Force Base, New Mexico"
AIR FORCE,BlueHalo,"Huntsville, Alabama","$24,476,289","Advancing directed energy modeling, simulation, and analysis, assessment expertise, and highly technical capabilities to safeguard strategic U.S. space interests.","March 31, 2029","Kirtland Air Force Base, New Mexico",FA9451-24-C-X022,"Air Force Research Laboratory Directed Energy Directorate, Kirtland AFB, New Mexico"
DEFENSE LOGISTICS AGENCY,Honeywell International Inc.,"Clearwater, Florida","$70,000,000",Produce spare parts in support of the Radar Altimeter Common Core APN-209 receiver transmitters and indicator receiver transmitters spares and repairs,"Oct. 29, 2029",Not specified in the context,SPRBL1-24-D-0007,"Defense Logistics Agency Land and Maritime, Aberdeen Proving Ground, Maryland"
DEFENSE LOGISTICS AGENCY,Fechheimer Brothers Co.,Illinois,"$16,355,700",men's uniform dress coats,"April 26, 2025",Illinois,SPE1C1-21-D-1466,Defense Logistics Agency Troop Support
NAVY,Northrop Grumman Systems Corp.,"Melbourne, Florida","$26,219,305","Provide sustainment and technical support in support of E-2C/D aircraft common and unique requirements for the governments of France, Japan, Taiwan, and Egypt.",April 2025,"['Melbourne, Florida (59.9%)', 'Misawa, Japan (22.6%)', 'Dayton, Ohio (4.4%)', 'St. Augustine, Florida (4.3%)', 'Various locations within the continental U.S. (8.8%)']",N0001921F0889,"Naval Air Systems Command, Patuxent River, Maryland"
ARMY,Fordice Construction Co.,"St. Francisville, Louisiana","$21,900,000",casting articulated concrete mattress in the Mississippi River and tributaries,"Oct. 30, 2024",W912P8-24-C-0011,"U.S. Army Corps of Engineers, New Orleans, Louisiana"
ARMY,Gensis 360 LLC,"Baton Rouge, Louisiana","$16,773,359",Placement area improvements,"April 23, 2025","Galveston, Texas",W912HY-24-C-0002,"U.S. Army Corps of Engineers, Galveston, Texas"
DEFENSE ADVANCED RESEARCH PROJECTS AGENCY,BAE Systems Information and Electronic Systems Integration,"Merrimack, New Hampshire","$12,008,850","Strategic Chaos Engine for Planning, Tactics, Experimentation and Resiliency program",November 2025,"['Arlington, Virginia (45%)', 'Durham, North Carolina (15%)', 'Merrimack, New Hampshire (15%)', 'Burlington, Massachusetts (10%)', 'Santa Barbara, California (15%)']",HR001124C0422,Defense Advanced Research Projects Agency
AIR FORCE,Lockheed Martin Rotary and Mission Systems,"Owego, New York","$88,380,255",Overhaul of B-2 digital receiver and legacy defense message system,"April 16, 2034","Owego, New York",FA8119-24-D-0008,"Air Force Sustainment Center, Tinker Air Force Base, Oklahoma"
AIR FORCE,HRL Laboratories LLC,"Malibu, California","$26,991,707","Creating Arrays for Strategic elecTro-optical, proLiferated and Exquisite (CASTLE) program","July 19, 2029","Malibu, California",FA9453-24-C-X011,"Air Force Research Laboratory, Kirtland Air Force Base, New Mexico"
AIR FORCE,Stellar Sciences LLC,"Huntsville, Alabama","$24,940,816",Modeling Applications for Next-Tier Initiatives and Capabilities of Realistic Engagements,"April 18, 2029","Kirtland Air Force Base, New Mexico",FA9451-24-C-X018,"Air Force Research Laboratory Directed Energy Directorate, Kirtland Air Force Base, New Mexico"
AIR FORCE,BlueHalo,"Huntsville, Alabama","$24,476,289","Accelerating the advancement of the directed energy modeling, simulation and analysis, assessment expertise, and highly technical capabilities to safeguard strategic U.S. space interests.","March 31, 2029","Kirtland Air Force Base, New Mexico",FA9451-24-C-X022,"Air Force Research Laboratory Directed Energy Directorate, Kirtland AFB, New Mexico"
DEFENSE LOGISTICS AGENCY,Honeywell International Inc.,"Clearwater, Florida","$70,000,000",Produce spare parts in support of the Radar Altimeter Common Core APN-209 receiver transmitters and indicator receiver transmitters spares and repairs,"Oct. 29, 2029",Not specified,SPRBL1-24-D-0007,"Defense Logistics Agency Land and Maritime, Aberdeen Proving Ground, Maryland"
DEFENSE LOGISTICS AGENCY,Fechheimer Brothers Co.,Illinois,"$16,355,700",men's uniform dress coats,"April 26, 2025",Illinois,SPE1C1-21-D-1466,"Defense Logistics Agency Troop Support, Philadelphia, Pennsylvania"
